0.1659898,-0.1841635,0.7721278
0.07352578,-0.1841635,0.7889937
-0.02421861,-0.2029032,0.8171055
-0.1258435,-0.2029032,0.7968352
0.1659898,-0.05050294,0.7889937
0.07352578,-0.05050294,0.8058595
-0.02421861,-0.05050294,0.8216177
-0.1258435,-0.05050294,0.8013474
0.1746156,0.08261022,0.862592
0.07352578,0.08261022,0.8216177
-0.02421861,0.08261022,0.8373759
-0.1220098,0.08261022,0.8604264
0.1746156,0.2350262,0.887808
0.07352578,0.2350262,0.8468337
-0.02421861,0.2239081,0.8604264
-0.1220098,0.2239081,0.883477
